time,pm2_5,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,carbon_monoxide,aqi_pm25,aqi_pm10,aqi,temp,rhum,prcp,snwd,wdir,wspd,wpgt,pres,tsun,cldc,coco,hour,day_of_week,day_of_month,month,day_of_year,is_weekend,time_of_day,season,aqi_lag_1h,aqi_lag_3h,aqi_lag_6h,aqi_lag_12h,aqi_lag_24h,pm25_lag_1h,pm25_lag_6h,pm25_lag_24h,aqi_ma_6h,aqi_std_6h,aqi_ma_12h,aqi_std_12h,aqi_ma_24h,aqi_std_24h,pm25_ma_6h,pm25_ma_24h,aqi_category,aqi_color
2025-09-01 22:00:00+00:00,22.1,44.6,8.3,50.0,6.7,135.0,72,41,72,25.9,90.0,0.0,,255.0,22.3,,1000.4,,3.0,2.0,22,0,1,9,244,0,night,fall,73.0,77.0,79.0,77.0,65.0,22.7,25.2,18.7,75.66666666666667,2.8047578623956477,76.75,2.416797279647245,75.08333333333333,4.6242899964223225,23.8,23.5125,Moderate,yellow
2025-09-01 23:00:00+00:00,22.1,45.1,7.5,50.0,6.9,131.0,72,42,72,25.8,91.0,0.0,,259.0,20.5,,1000.5,,2.0,2.0,23,0,1,9,244,0,night,fall,72.0,75.0,79.0,76.0,64.0,22.1,25.3,18.5,74.5,2.5884358211096026,76.41666666666667,2.7784342658587726,75.41666666666667,4.042348291543173,23.266666666666666,23.662499999999998,Moderate,yellow
2025-09-02 00:00:00+00:00,21.3,42.8,6.5,53.0,7.0,148.0,70,40,70,25.6,92.0,0.0,,263.0,19.4,,1000.9,,3.0,2.0,0,1,2,9,245,0,night,fall,72.0,73.0,78.0,80.0,65.0,22.1,25.0,18.6,73.16666666666667,2.483277404292517,75.58333333333333,3.08834563931564,75.625,3.5851444698313504,22.650000000000002,23.775000000000002,Moderate,yellow
2025-09-02 01:00:00+00:00,21.0,42.1,8.7,51.0,8.3,204.0,70,39,70,25.7,91.0,0.0,,262.0,19.4,,1001.2,,5.0,3.0,1,1,2,9,245,0,night,fall,70.0,72.0,77.0,77.0,66.0,21.3,24.4,19.4,72.0,1.897366596101799,75.0,3.4377582547618037,75.79166666666667,3.189373206332627,22.083333333333332,23.84166666666667,Moderate,yellow
2025-09-02 02:00:00+00:00,22.6,44.0,11.6,49.0,10.2,280.0,73,41,73,26.2,88.0,0.0,,261.0,18.7,,1001.7,,4.0,3.0,2,1,2,9,245,0,night,fall,70.0,72.0,75.0,77.0,70.0,21.0,23.3,21.1,71.66666666666667,1.3662601021289968,74.66666666666667,3.42008328801665,75.91666666666667,3.0060325820015783,21.96666666666667,23.904166666666665,Moderate,yellow
2025-09-02 03:00:00+00:00,24.0,51.0,12.9,51.0,11.9,324.0,76,47,76,27.4,81.0,0.0,,254.0,18.7,,1001.8,,2.0,3.0,3,1,2,9,245,0,night,fall,73.0,70.0,73.0,78.0,73.0,22.6,22.7,22.6,72.16666666666667,2.2286019533935657,74.5,3.2891004572957163,76.04166666666667,2.9411498293758664,22.183333333333334,23.962499999999995,Moderate,yellow
2025-09-02 04:00:00+00:00,24.3,55.1,11.0,60.0,13.3,304.0,77,51,77,28.8,73.0,0.0,,257.0,19.4,,1002.5,,4.0,2.0,4,1,2,9,245,0,night,fall,76.0,70.0,72.0,79.0,75.0,24.0,22.1,23.3,73.0,2.9664793948387858,74.33333333333333,3.084663922561511,76.125,2.9386850061234027,22.55,24.004166666666666,Moderate,yellow
2025-09-02 05:00:00+00:00,25.3,59.3,7.5,72.0,14.5,253.0,79,53,79,29.7,68.0,0.0,,261.0,19.8,,1002.7,,2.0,3.0,5,1,2,9,245,0,night,fall,77.0,73.0,72.0,79.0,77.0,24.3,22.1,24.3,74.16666666666667,3.7638632635458404,74.33333333333333,3.084663922561511,76.20833333333333,2.9924421706901287,23.083333333333332,24.045833333333334,Moderate,yellow
2025-09-02 06:00:00+00:00,26.5,61.9,4.9,81.0,15.3,216.0,81,54,81,30.6,63.0,0.0,,261.0,19.4,,1002.7,,4.0,2.0,6,1,2,9,245,0,morning,fall,79.0,76.0,70.0,78.0,78.0,25.3,21.3,24.9,76.0,4.0000000000004485,74.58333333333333,3.5021638332825877,76.33333333333333,3.1300321802295383,23.95,24.112499999999997,Moderate,yellow
2025-09-02 07:00:00+00:00,27.0,61.0,4.0,86.0,15.4,213.0,82,54,82,30.9,62.0,0.0,,255.0,19.4,,1002.5,,6.0,3.0,7,1,2,9,245,0,morning,fall,81.0,77.0,70.0,77.0,78.0,26.5,21.0,25.1,78.0,3.346640106136888,75.0,4.06761042203597,76.5,3.3231729206989336,24.95,24.191666666666666,Moderate,yellow
2025-09-02 08:00:00+00:00,26.3,59.6,4.0,87.0,15.0,224.0,81,53,81,30.5,66.0,0.0,,248.0,19.1,,1001.3,,5.0,3.0,8,1,2,9,245,0,morning,fall,82.0,79.0,73.0,75.0,80.0,27.0,22.6,25.7,79.33333333333333,2.42212028327885,75.5,4.421024151195701,76.54166666666667,3.3748322556269823,25.566666666666666,24.21666666666667,Moderate,yellow
2025-09-02 09:00:00+00:00,25.4,56.9,4.5,86.0,14.6,238.0,79,52,79,30.5,65.0,0.0,,237.0,17.3,,1000.7,,6.0,3.0,9,1,2,9,245,0,morning,fall,81.0,81.0,76.0,73.0,78.0,26.3,24.0,24.9,79.83333333333333,1.8348478592708732,76.0,4.4517616533438735,76.58333333333333,3.3997016066840153,25.8,24.2375,Moderate,yellow
2025-09-02 10:00:00+00:00,24.7,55.1,4.9,81.0,14.4,254.0,77,51,77,30.6,64.0,0.0,,232.0,16.9,,1000.1,,6.0,3.0,10,1,2,9,245,0,morning,fall,79.0,82.0,77.0,72.0,77.0,25.4,24.3,24.4,79.83333333333333,1.8348478592708732,76.41666666666667,4.273774855458895,76.58333333333333,3.3997016066840153,25.866666666666664,24.25,Moderate,yellow
2025-09-02 11:00:00+00:00,24.0,53.7,5.9,72.0,14.2,273.0,76,50,76,30.1,66.0,0.0,,231.0,17.6,,999.8,,4.0,3.0,11,1,2,9,245,0,morning,fall,77.0,81.0,79.0,72.0,76.0,24.7,25.3,23.9,79.33333333333333,2.42212028327885,76.75,4.0480073661450815,76.58333333333333,3.3997016066840153,25.649999999999995,24.254166666666663,Moderate,yellow
2025-09-02 12:00:00+00:00,28.7,67.1,8.1,61.0,13.1,289.0,86,57,86,29.2,69.0,0.0,,231.0,19.8,,999.8,,7.0,3.0,12,1,2,9,245,0,afternoon,fall,76.0,79.0,81.0,70.0,80.0,24.0,26.5,25.8,80.16666666666667,3.6560452221862563,78.08333333333333,4.252450274057837,76.83333333333333,3.8523472987442418,26.016666666666666,24.375,Moderate,yellow
2025-09-02 13:00:00+00:00,28.6,65.0,13.4,52.0,12.9,299.0,86,56,86,28.4,75.0,0.0,,213.0,18.7,,1000.3,,5.0,3.0,13,1,2,9,245,0,afternoon,fall,86.0,77.0,82.0,70.0,77.0,28.7,27.0,24.5,80.83333333333333,4.355073669488387,79.41666666666667,3.9876703915339413,77.20833333333333,4.283224777285307,26.28333333333333,24.545833333333334,Moderate,yellow
2025-09-02 14:00:00+00:00,29.7,60.8,20.6,39.0,12.7,306.0,88,54,88,27.5,81.0,0.0,,213.0,17.3,,1001.0,,1.0,3.0,14,1,2,9,245,0,afternoon,fall,86.0,76.0,81.0,73.0,77.0,28.6,26.3,24.3,82.0,5.253570214625912,80.66666666666667,4.141438777951031,77.66666666666667,4.815434123430474,26.849999999999998,24.770833333333332,Moderate,yellow
2025-09-02 15:00:00+00:00,30.7,60.8,26.3,29.0,12.4,317.0,90,54,90,27.0,83.0,0.0,,220.0,15.8,,1001.5,,1.0,1.0,15,1,2,9,245,0,afternoon,fall,88.0,86.0,79.0,76.0,78.0,29.7,25.4,25.0,83.83333333333333,5.879342366852898,81.83333333333333,4.648231987117471,78.16666666666667,5.434724637371719,27.733333333333334,25.008333333333336,Moderate,yellow
2025-09-02 16:00:00+00:00,31.5,61.5,28.9,25.0,12.2,346.0,92,54,92,26.9,84.0,0.0,,231.0,15.5,,1002.3,,1.0,1.0,16,1,2,9,245,0,afternoon,fall,90.0,86.0,77.0,77.0,79.0,30.7,24.7,25.2,86.33333333333333,5.573747990954715,83.08333333333333,5.212891944424314,78.70833333333333,6.125351217377588,28.866666666666664,25.270833333333332,Moderate,yellow
2025-09-02 17:00:00+00:00,32.7,62.9,29.8,24.0,12.0,379.0,94,55,94,26.8,85.0,0.0,,246.0,14.0,,1002.8,,4.0,2.0,17,1,2,9,245,0,evening,fall,92.0,88.0,76.0,79.0,79.0,31.5,24.0,25.3,89.33333333333333,3.2659863237117266,84.33333333333333,5.898125023079819,79.33333333333333,6.875708132173575,30.316666666666663,25.57916666666667,Moderate,yellow
2025-09-02 18:00:00+00:00,33.6,64.5,29.8,23.0,11.6,384.0,96,56,96,26.6,86.0,0.0,,252.0,11.9,,1003.6,,6.0,3.0,18,1,2,9,245,0,evening,fall,94.0,90.0,86.0,81.0,78.0,32.7,28.7,25.0,91.0,3.7416573867746843,85.58333333333333,6.666856057916001,80.08333333333333,7.660835841936487,31.133333333333336,25.9375,Moderate,yellow
2025-09-02 19:00:00+00:00,33.5,65.0,29.0,22.0,10.9,336.0,96,56,96,26.5,87.0,0.0,,242.0,11.5,,1003.6,,4.0,3.0,19,1,2,9,245,0,evening,fall,96.0,92.0,86.0,82.0,77.0,33.6,28.6,24.4,92.66666666666667,3.265986323711784,86.75,7.187425888946093,80.875,8.28467679304478,31.950000000000003,26.316666666666663,Moderate,yellow
2025-09-02 20:00:00+00:00,33.5,64.5,27.2,23.0,10.0,261.0,96,56,96,26.4,87.0,0.0,,240.0,12.2,,1003.4,,1.0,3.0,20,1,2,9,245,0,evening,fall,96.0,94.0,88.0,81.0,75.0,33.5,29.7,23.3,94.0,2.529822128135873,88.0,7.397788367294268,81.75,8.733991567184477,32.583333333333336,26.741666666666664,Moderate,yellow
2025-09-02 21:00:00+00:00,32.9,62.2,24.9,24.0,9.4,204.0,95,55,95,26.0,89.0,0.0,,238.0,13.7,,1003.0,,0.0,2.0,21,1,2,9,245,0,night,fall,96.0,96.0,90.0,79.0,73.0,33.5,30.7,22.7,94.83333333333333,1.6020819787616056,89.33333333333333,7.062491619732344,82.66666666666667,8.92805381522388,32.949999999999996,27.166666666666668,Moderate,yellow
2025-09-02 22:00:00+00:00,32.0,61.0,21.7,27.0,9.1,178.0,93,54,93,25.8,90.0,0.0,,258.0,14.0,,1002.5,,1.0,1.0,22,1,2,9,245,0,night,fall,95.0,96.0,92.0,77.0,72.0,32.9,31.5,22.1,95.0,1.2649110640697456,90.66666666666667,5.944184833375817,83.54166666666667,8.866052337876678,33.03333333333333,27.57916666666667,Moderate,yellow
2025-09-02 23:00:00+00:00,30.3,58.7,18.0,31.0,9.1,169.0,89,53,89,25.5,90.0,0.0,,270.0,15.5,,1002.5,,2.0,2.0,23,1,2,9,245,0,night,fall,93.0,96.0,94.0,76.0,72.0,32.0,32.7,22.1,94.16666666666667,2.786873995478193,91.75,3.840572873934536,84.25,8.578284007989984,32.63333333333333,27.920833333333334,Moderate,yellow
2025-09-03 00:00:00+00:00,25.1,48.0,12.0,39.0,8.9,182.0,78,44,78,25.4,91.0,0.0,,280.0,16.2,,1002.8,,3.0,2.0,0,2,3,9,246,0,night,fall,89.0,95.0,96.0,86.0,70.0,30.3,33.6,21.3,91.16666666666667,6.968978882639274,91.08333333333333,5.333570070503569,84.58333333333333,8.144972664787927,31.216666666666665,28.079166666666666,Moderate,yellow
2025-09-03 01:00:00+00:00,24.0,46.0,12.8,39.0,9.7,235.0,76,43,76,25.1,92.0,0.0,,286.0,14.4,,1003.2,,4.0,2.0,1,2,3,9,246,0,night,fall,78.0,93.0,96.0,86.0,70.0,25.1,33.5,21.0,87.83333333333333,8.750238091999073,90.25,6.7840052529998065,84.83333333333333,7.760920309986996,29.63333333333333,28.204166666666666,Moderate,yellow
2025-09-03 02:00:00+00:00,25.3,48.4,13.8,40.0,11.0,309.0,79,45,79,25.6,89.0,0.0,,290.0,13.7,,1003.6,,4.0,3.0,2,2,3,9,246,0,night,fall,76.0,89.0,96.0,88.0,73.0,24.0,33.5,22.6,85.0,8.31865373723443,89.5,7.513623989430607,85.08333333333333,7.453721957149354,28.266666666666666,28.316666666666666,Moderate,yellow
2025-09-03 03:00:00+00:00,26.7,56.6,13.7,45.0,12.4,351.0,82,52,82,27.0,82.0,0.0,,291.0,15.1,,1003.9,,3.0,3.0,3,2,3,9,246,0,night,fall,79.0,78.0,95.0,90.0,76.0,25.3,32.9,24.0,82.83333333333333,6.735478206235291,88.83333333333333,7.814128618125483,85.33333333333333,7.233176382455208,27.23333333333333,28.42916666666667,Moderate,yellow
2025-09-03 04:00:00+00:00,27.8,63.3,11.4,56.0,14.3,330.0,84,55,84,28.8,72.0,0.0,,268.0,12.6,,1004.3,,3.0,2.0,4,2,3,9,246,0,night,fall,82.0,76.0,93.0,92.0,77.0,26.7,32.0,24.3,81.33333333333333,4.718756898450089,88.16666666666667,7.860526622808446,85.625,7.020544386175375,26.53333333333333,28.575,Moderate,yellow
2025-09-03 05:00:00+00:00,29.7,70.5,8.0,71.0,16.3,278.0,88,59,88,30.2,65.0,0.0,,255.0,11.9,,1004.3,,4.0,3.0,5,2,3,9,246,0,night,fall,84.0,79.0,89.0,94.0,79.0,27.8,30.3,25.3,81.16666666666667,4.400757510550912,87.66666666666667,7.643575238345204,86.0,6.890447073272022,26.433333333333334,28.758333333333336,Moderate,yellow
2025-09-03 06:00:00+00:00,32.7,77.8,5.4,84.0,17.9,237.0,94,62,94,31.1,60.0,0.0,,250.0,13.3,,1004.5,,3.0,3.0,6,2,3,9,246,0,morning,fall,88.0,82.0,78.0,96.0,81.0,29.7,25.1,26.5,83.83333333333333,6.46271356836048,87.5,7.465070175642975,86.54166666666667,6.990547448031965,27.700000000000003,29.01666666666667,Moderate,yellow
2025-09-03 07:00:00+00:00,34.8,81.0,4.3,96.0,18.7,224.0,99,64,99,31.6,58.0,0.0,,242.0,15.1,,1004.1,,4.0,3.0,7,2,3,9,246,0,morning,fall,94.0,84.0,76.0,96.0,82.0,32.7,24.0,27.0,87.66666666666667,7.607014306984789,87.75,7.817521113731506,87.25,7.361769636025765,29.5,29.34166666666667,Moderate,yellow
2025-09-03 08:00:00+00:00,34.9,78.7,3.9,107.0,18.9,222.0,99,63,99,31.6,59.0,0.0,,237.0,16.2,,1003.5,,5.0,3.0,8,2,3,9,246,0,morning,fall,99.0,88.0,79.0,96.0,81.0,34.8,25.3,26.3,91.0,7.4296702484030295,88.0,8.146387933534587,88.0,7.610061989120643,31.099999999999998,29.7,Moderate,yellow
2025-09-03 09:00:00+00:00,33.5,73.3,4.2,110.0,18.8,229.0,96,60,96,31.6,58.0,0.0,,247.0,18.0,,1002.6,,3.0,3.0,9,2,3,9,246,0,morning,fall,99.0,94.0,82.0,95.0,79.0,34.9,26.7,25.4,93.33333333333333,6.121002096607402,88.08333333333333,8.229197832699038,88.70833333333333,7.526643496196605,32.233333333333334,30.037499999999998,Moderate,yellow
2025-09-03 10:00:00+00:00,31.0,67.1,4.6,102.0,18.1,245.0,91,57,91,31.2,60.0,0.0,,244.0,18.0,,1001.9,,2.0,2.0,10,2,3,9,246,0,morning,fall,96.0,99.0,84.0,93.0,77.0,33.5,27.8,24.7,94.5,4.415880433164575,87.91666666666667,8.14034099501692,89.29166666666667,7.110795018638886,32.766666666666666,30.3,Moderate,yellow
2025-09-03 11:00:00+00:00,27.9,60.3,5.6,86.0,16.9,270.0,84,54,84,30.7,61.0,0.0,,242.0,16.6,,1001.6,,4.0,2.0,11,2,3,9,246,0,morning,fall,91.0,99.0,88.0,89.0,76.0,31.0,29.7,24.0,93.83333333333333,5.70672118354071,87.5,8.20753534038312,89.625,6.632020480379423,32.46666666666667,30.462500000000002,Moderate,yellow
2025-09-03 12:00:00+00:00,36.0,80.1,8.8,72.0,16.6,293.0,102,63,102,29.9,64.0,0.0,,242.0,15.5,,1001.6,,2.0,3.0,12,2,3,9,246,0,afternoon,fall,84.0,96.0,94.0,78.0,86.0,27.9,32.7,28.7,95.16666666666667,6.6156380392727465,89.5,8.597039659620785,90.29166666666667,7.043215462980618,33.016666666666666,30.766666666666666,Unhealthy for Sensitive Groups,orange
2025-09-03 13:00:00+00:00,34.2,76.4,16.1,57.0,16.5,316.0,97,62,97,29.0,68.0,0.0,,241.0,14.0,,1001.9,,0.0,2.0,13,2,3,9,246,0,afternoon,fall,102.0,91.0,99.0,76.0,86.0,36.0,34.8,28.6,94.83333333333333,6.431692364119453,91.25,7.688539286733101,90.75,7.109393663377201,32.916666666666664,31.0,Moderate,yellow
2025-09-03 14:00:00+00:00,33.1,67.8,26.2,36.0,16.3,337.0,95,57,95,27.5,78.0,0.0,,229.0,11.5,,1003.0,,0.0,1.0,14,2,3,9,246,0,afternoon,fall,97.0,84.0,99.0,79.0,88.0,34.2,34.9,29.7,94.16666666666667,6.112828041640985,92.58333333333333,6.694072457077843,91.04166666666667,7.135210710557631,32.61666666666667,31.14166666666667,Moderate,yellow
2025-09-03 15:00:00+00:00,34.3,66.8,33.5,21.0,15.9,347.0,98,57,98,27.3,81.0,0.0,,226.0,10.4,,1003.7,,0.0,1.0,15,2,3,9,246,0,afternoon,fall,95.0,102.0,96.0,82.0,90.0,33.1,33.5,30.7,94.5,6.284902544988723,93.91666666666667,5.946096249310377,91.375,7.270024819047293,32.75,31.291666666666668,Moderate,yellow
2025-09-03 16:00:00+00:00,34.2,66.4,35.7,16.0,15.4,340.0,97,57,97,26.9,84.0,0.0,,226.0,12.6,,1004.2,,1.0,1.0,16,2,3,9,246,0,afternoon,fall,98.0,97.0,91.0,84.0,92.0,34.3,31.0,31.5,95.5,6.090976933136906,95.0,5.099019513593028,91.58333333333333,7.3598007219397665,33.28333333333334,31.40416666666667,Moderate,yellow
2025-09-03 17:00:00+00:00,33.9,65.7,35.1,17.0,14.8,321.0,97,56,97,26.7,87.0,0.0,,251.0,13.3,,1004.9,,1.0,1.0,17,2,3,9,246,0,evening,fall,97.0,95.0,84.0,88.0,94.0,34.2,27.9,32.7,97.66666666666667,2.3380903889013456,95.75,4.614699832649697,91.70833333333333,7.42779250176483,34.28333333333333,31.454166666666666,Moderate,yellow
2025-09-03 18:00:00+00:00,33.1,64.3,33.0,20.0,13.9,296.0,95,56,95,26.6,89.0,0.0,,272.0,14.0,,1005.2,,3.0,1.0,18,2,3,9,246,0,evening,fall,97.0,98.0,102.0,94.0,96.0,33.9,36.0,33.6,96.5,1.2247448713940394,95.83333333333333,4.589183594127464,91.66666666666667,7.405442573549766,33.800000000000004,31.433333333333337,Moderate,yellow
2025-09-03 19:00:00+00:00,31.2,61.7,28.9,24.0,12.5,260.0,91,54,91,26.1,88.0,0.0,,282.0,13.7,,1005.2,,3.0,3.0,19,2,3,9,246,0,evening,fall,95.0,97.0,97.0,99.0,96.0,33.1,34.2,33.5,95.5,2.509980079603396,95.16666666666667,4.667748792285345,91.45833333333333,7.348345963942874,33.300000000000004,31.337500000000002,Moderate,yellow
2025-09-03 20:00:00+00:00,28.6,58.0,23.3,30.0,11.0,218.0,86,52,86,26.0,89.0,0.0,,282.0,14.8,,1004.6,,2.0,2.0,20,2,3,9,246,0,evening,fall,91.0,97.0,95.0,99.0,96.0,31.2,33.1,33.5,94.0,4.647580015449511,94.08333333333333,5.177895910561394,91.04166666666667,7.363122959053672,32.55,31.133333333333336,Moderate,yellow
2025-09-03 21:00:00+00:00,26.1,54.6,18.6,34.0,9.8,187.0,80,500,500,25.7,90.0,0.0,,289.0,13.7,,1004.0,,1.0,2.0,21,2,3,9,246,0,night,fall,86.0,95.0,98.0,96.0,95.0,28.6,34.3,32.9,161.0,166.12886564351186,127.75,117.34109177173114,107.91666666666667,83.833124441495,31.183333333333337,30.849999999999998,Hazardous,maroon
2025-09-03 22:00:00+00:00,24.0,51.8,15.8,35.0,9.3,169.0,76,48,76,25.1,93.0,0.0,,297.0,12.2,,1004.0,,2.0,1.0,22,2,3,9,246,0,night,fall,500.0,91.0,97.0,91.0,93.0,26.1,34.2,32.0,157.5,167.95803047190097,126.5,117.84697319366799,107.20833333333333,84.03621329479057,29.483333333333334,30.516666666666666,Moderate,yellow
2025-09-03 23:00:00+00:00,22.4,49.4,14.0,35.0,9.2,162.0,73,46,73,24.9,95.0,0.0,,288.0,11.2,,1004.1,,3.0,2.0,23,2,3,9,246,0,night,fall,76.0,86.0,97.0,84.0,89.0,24.0,33.9,30.3,153.5,169.96087785134557,125.58333333333333,118.24970369621413,106.54166666666667,84.25013439115415,27.566666666666663,30.1875,Moderate,yellow
2025-09-04 00:00:00+00:00,23.7,55.9,14.4,36.0,10.2,177.0,75,51,75,24.8,96.0,0.0,,293.0,11.9,,1004.5,,3.0,2.0,0,3,4,9,247,0,night,fall,73.0,500.0,95.0,102.0,78.0,22.4,33.1,25.1,150.16666666666666,171.52657714379623,123.33333333333333,118.9937609772679,106.41666666666667,84.29653490566174,26.0,30.129166666666666,Moderate,yellow
2025-09-04 01:00:00+00:00,23.6,54.0,14.5,37.0,11.7,235.0,75,50,75,24.7,96.0,0.0,,295.0,12.6,,1004.6,,2.0,3.0,1,3,4,9,247,0,night,fall,75.0,76.0,91.0,97.0,76.0,23.7,31.2,24.0,147.5,172.75039797349243,121.5,119.60427173885483,106.375,84.31246877718827,24.733333333333334,30.1125,Moderate,yellow
2025-09-04 02:00:00+00:00,25.3,57.2,14.5,39.0,13.8,313.0,79,52,79,25.4,92.0,0.0,,294.0,15.1,,1005.0,,1.0,2.0,2,3,4,9,247,0,night,fall,75.0,73.0,86.0,95.0,79.0,23.6,28.6,25.3,146.33333333333334,173.27165569321107,120.16666666666667,120.01502431198384,106.375,84.31246877718827,24.183333333333334,30.1125,Moderate,yellow
2025-09-04 03:00:00+00:00,25.1,66.6,13.8,45.0,15.7,359.0,78,57,78,27.0,82.0,0.0,,296.0,15.1,,1005.4,,1.0,1.0,3,3,4,9,247,0,night,fall,79.0,75.0,500.0,98.0,82.0,25.3,26.1,26.7,76.0,2.1908902300225406,118.5,120.48877729708052,106.20833333333333,84.36668370180601,24.016666666666666,30.045833333333334,Moderate,yellow
2025-09-04 04:00:00+00:00,26.0,72.2,11.5,57.0,17.0,338.0,80,60,80,28.5,73.0,0.0,,296.0,16.2,,1005.8,,1.0,1.0,4,3,4,9,247,0,night,fall,78.0,75.0,76.0,97.0,84.0,25.1,24.0,27.8,76.66666666666667,2.732520204257417,117.08333333333333,120.86390417876358,106.04166666666667,84.41640020273552,24.349999999999998,29.970833333333335,Moderate,yellow
2025-09-04 05:00:00+00:00,27.5,75.2,8.5,72.0,18.1,284.0,83,61,83,29.8,68.0,0.0,,285.0,18.4,,1005.6,,7.0,2.0,5,3,4,9,247,0,night,fall,80.0,79.0,73.0,97.0,88.0,26.0,22.4,29.7,78.33333333333333,3.0767948691252163,115.91666666666667,121.14263443886256,105.83333333333333,84.46901498628726,25.2,29.879166666666666,Moderate,yellow
2025-09-04 06:00:00+00:00,29.7,78.7,6.1,86.0,18.8,242.0,88,63,88,30.6,65.0,0.0,,271.0,15.5,,1005.6,,7.0,3.0,6,3,4,9,247,0,morning,fall,83.0,78.0,75.0,95.0,94.0,27.5,23.7,32.7,80.5,4.505552130428511,115.33333333333333,121.26929712108681,105.58333333333333,84.51442720504649,26.200000000000003,29.754166666666666,Moderate,yellow
2025-09-04 07:00:00+00:00,31.9,81.3,4.9,98.0,19.3,229.0,93,64,93,31.1,63.0,0.0,,259.0,17.3,,1005.3,,8.0,3.0,7,3,4,9,247,0,morning,fall,88.0,80.0,75.0,91.0,99.0,29.7,23.6,34.8,83.5,5.8906705900100444,115.5,121.23418359822152,105.33333333333333,84.5436170766652,27.583333333333332,29.633333333333336,Moderate,yellow
2025-09-04 08:00:00+00:00,32.2,80.8,4.4,108.0,19.5,228.0,93,64,93,31.1,63.0,0.0,,249.0,18.4,,1004.6,,7.0,3.0,8,3,4,9,247,0,morning,fall,93.0,83.0,79.0,86.0,99.0,31.9,25.3,34.9,85.83333333333333,6.493586579593456,116.08333333333333,121.09609882863758,105.08333333333333,84.57202573092289,28.733333333333334,29.520833333333332,Moderate,yellow
2025-09-04 09:00:00+00:00,31.2,79.2,4.6,111.0,19.2,236.0,91,63,91,31.0,63.0,0.0,,247.0,18.7,,1003.8,,0.0,3.0,9,3,4,9,247,0,morning,fall,93.0,88.0,78.0,500.0,96.0,32.2,25.1,33.5,88.0,5.4405882034950785,82.0,7.410066862660238,104.875,84.60152763550353,29.75,29.425,Moderate,yellow
2025-09-04 10:00:00+00:00,29.7,75.7,5.4,102.0,18.3,256.0,88,61,88,30.5,65.0,0.0,,241.0,18.7,,1003.2,,0.0,1.0,10,3,4,9,247,0,morning,fall,91.0,93.0,80.0,76.0,91.0,31.2,26.0,31.0,89.33333333333333,3.8297084310266505,83.0,7.336087637030134,104.75,84.62513245767039,30.36666666666667,29.370833333333334,Moderate,yellow
2025-09-04 11:00:00+00:00,27.5,71.0,6.9,85.0,16.9,285.0,83,59,83,30.0,69.0,0.0,,244.0,19.1,,1003.2,,0.0,1.0,11,3,4,9,247,0,morning,fall,88.0,93.0,83.0,73.0,84.0,29.7,27.5,27.9,89.33333333333333,3.8297084310266505,83.83333333333333,6.630965010441664,104.70833333333333,84.63603876582962,30.36666666666667,29.354166666666668,Moderate,yellow
2025-09-04 12:00:00+00:00,28.6,73.3,11.4,75.0,17.6,304.0,86,60,86,29.1,72.0,0.0,,252.0,19.4,,1003.1,,0.0,1.0,12,3,4,9,247,0,afternoon,fall,83.0,91.0,88.0,75.0,102.0,27.5,29.7,36.0,89.0,4.04969134626454,84.75,6.032111043106582,104.04166666666667,84.72127147641086,30.183333333333334,29.045833333333334,Moderate,yellow
2025-09-04 13:00:00+00:00,26.5,67.1,16.9,60.0,16.6,308.0,81,57,81,28.0,77.0,0.0,,264.0,20.5,,1003.6,,0.0,1.0,13,3,4,9,247,0,afternoon,fall,86.0,88.0,93.0,75.0,97.0,28.6,31.9,34.2,87.0,4.604345773289581,85.25,5.361902647382251,103.375,84.8419566529182,29.28333333333333,28.724999999999998,Moderate,yellow
2025-09-04 14:00:00+00:00,25.9,61.0,24.3,39.0,15.2,302.0,80,54,80,27.2,82.0,0.0,,264.0,20.2,,1004.1,,0.0,1.0,14,3,4,9,247,0,afternoon,fall,81.0,83.0,93.0,79.0,95.0,26.5,32.2,33.1,84.83333333333333,4.262237284182566,85.33333333333333,5.262791055796772,102.75,84.96150023239426,28.233333333333334,28.424999999999997,Moderate,yellow
2025-09-04 15:00:00+00:00,26.0,55.1,28.9,25.0,13.9,290.0,80,51,80,26.8,84.0,0.0,,257.0,18.7,,1004.4,,0.0,1.0,15,3,4,9,247,0,afternoon,fall,80.0,86.0,91.0,78.0,98.0,25.9,31.2,34.3,83.0,3.3466401061376527,85.5,5.036232357987584,102.0,85.0846126179571,27.36666666666667,28.079166666666666,Moderate,yellow
2025-09-04 16:00:00+00:00,25.3,54.4,28.1,23.0,12.7,270.0,79,500,500,26.8,84.0,0.0,,262.0,18.0,,1005.1,,0.0,1.0,16,3,4,9,247,0,afternoon,fall,80.0,81.0,88.0,80.0,97.0,26.0,29.7,34.2,151.66666666666666,170.66302079439086,120.5,119.60503181874769,118.79166666666667,117.60618852641278,26.63333333333333,27.708333333333332,Hazardous,maroon
2025-09-04 17:00:00+00:00,24.4,51.9,24.5,27.0,11.6,243.0,77,48,77,26.6,85.0,0.0,,283.0,17.6,,1006.0,,1.0,1.0,17,3,4,9,247,0,evening,fall,500.0,80.0,83.0,83.0,97.0,25.3,27.5,33.9,150.66666666666666,171.1626906386631,120.0,119.78844989093372,117.95833333333333,117.8379429432704,26.116666666666664,27.3125,Moderate,yellow
